bin.chrom	bin.start.chrompos	bin.start.abspos	bin.end.chrompos	bin.length	mappable.positions	gc.content
chr1	43406761	43406761	43799701	392940	391977	0.464470583445
chr1	43799701	43799701	44191935	392234	391977	0.492545304358
chr1	44191935	44191935	44583911	391976	391976	0.470130976738
chr1	44583911	44583911	44975998	392087	391977	0.450451300598
chr1	44975998	44975998	45368163	392165	391976	0.489049308075
chr1	45368163	45368163	45761293	393130	391977	0.418874576478
chr1	45761293	45761293	46153493	392200	391977	0.443133895289
chr1	46153493	46153493	46547092	393599	391976	0.418278916974
chr1	46547092	46547092	46939936	392844	391977	0.475537487972
chr1	46939936	46939936	47333500	393564	391977	0.455013898558
chr1	47333500	47333500	47734698	401198	391976	0.426812063809
chr1	47734698	47734698	48127054	392356	391977	0.460992257071
chr1	48127054	48127054	48519332	392278	391976	0.479244417253
chr1	48519332	48519332	48914784	395452	391977	0.402936877614
chr1	48914784	48914784	49307121	392337	391977	0.429179867411
chr1	49307121	49307121	49700276	393155	391976	0.391810396356
chr1	49700276	49700276	50094653	394377	391977	0.377329928825
chr1	50094653	50094653	50489570	394917	391976	0.366665062962
chr1	50489570	50489570	50881815	392245	391977	0.42005929937
chr1	50881815	50881815	51273970	392155	391977	0.390471163335
chr1	51273970	51273970	51667016	393046	391976	0.390234780485
chr1	51667016	51667016	52059203	392187	391977	0.42122038099
chr1	52059203	52059203	52451447	392244	391976	0.406160929621
chr1	52451447	52451447	52844108	392661	391977	0.425555756463
chr1	52844108	52844108	53236360	392252	391977	0.424956788204
chr1	53236360	53236360	53628520	392160	391976	0.444193981059
chr1	53628520	53628520	54020930	392410	391977	0.493552694617
chr1	54020930	54020930	54412917	391987	391976	0.457058743995
chr1	54412917	54412917	54805214	392297	391977	0.476154667741
chr1	54805214	54805214	55197714	392500	391977	0.491816602208
chr1	55197714	55197714	55589792	392078	391976	0.471013568659
chr1	55589792	55589792	55981904	392112	391977	0.412706508821
chr1	55981904	55981904	56374187	392283	391976	0.403375097187
chr1	56374187	56374187	56766400	392213	391977	0.392578050304
chr1	56766400	56766400	57161961	395561	391977	0.412682682657
chr1	57161961	57161961	57553937	391976	391976	0.408456597054
chr1	57553937	57553937	57946136	392199	391977	0.405424769442
chr1	57946136	57946136	58338379	392243	391976	0.401455722826
chr1	58338379	58338379	58732645	394266	391977	0.414474418416
chr1	58732645	58732645	59128621	395976	391977	0.413222451752
chr1	59128621	59128621	59521311	392690	391976	0.423372515865
chr1	59521311	59521311	59914092	392781	391977	0.407487085745
chr1	59914092	59914092	60307876	393784	391976	0.39985931445
chr1	60307876	60307876	60700793	392917	391977	0.380958925376
chr1	60700793	60700793	61094787	393994	391977	0.37604188875
chr1	61094787	61094787	61487983	393196	391976	0.404094120519
chr1	61487983	61487983	61879960	391977	391977	0.392860331803
chr1	61879960	61879960	62272272	392312	391976	0.408662448957
chr1	62272272	62272272	62664404	392132	391977	0.409645682343
chr1	62664404	62664404	63056387	391983	391977	0.419268594462
chr1	63056387	63056387	63448876	392489	391976	0.384396075324
chr1	63448876	63448876	63842677	393801	391977	0.406342765291
chr1	63842677	63842677	64235117	392440	391977	0.395612600078
chr1	64235117	64235117	64627607	392490	391976	0.410403269366
chr1	64627607	64627607	65020850	393243	391977	0.407758522041
chr1	65020850	65020850	65413212	392362	391976	0.403056855369
chr1	65413212	65413212	65805386	392174	391977	0.421175696626
chr1	65805386	65805386	66200979	395593	391977	0.384982115547
chr1	66200979	66200979	66594443	393464	391976	0.365558904708
chr1	66594443	66594443	66987384	392941	391977	0.388837566772
chr1	66987384	66987384	67380601	393217	391976	0.373072003133
chr1	67380601	67380601	67776685	396084	391977	0.389031674939
chr1	67776685	67776685	68169510	392825	391977	0.422791712382
chr1	68169510	68169510	68561589	392079	391976	0.403067223354
chr1	68561589	68561589	68953781	392192	391977	0.401291197724
chr1	68953781	68953781	69349241	395460	391976	0.371236680136
chr1	69349241	69349241	69743294	394053	391977	0.373064673713
chr1	69743294	69743294	70136111	392817	391977	0.360453542217
chr1	70136111	70136111	70530186	394075	391976	0.356199422955
chr1	70530186	70530186	70922677	392491	391977	0.375764663319
chr1	70922677	70922677	71316036	393359	391976	0.379661430594
chr1	71316036	71316036	71708667	392631	391977	0.377604531458
chr1	71708667	71708667	72104274	395607	391977	0.360578247714
chr1	72104274	72104274	72500116	395842	391976	0.35205535514
chr1	72500116	72500116	72892176	392060	391977	0.342379521606
chr1	72892176	72892176	73284257	392081	391976	0.350930797816
chr1	73284257	73284257	73677256	392999	391977	0.354815891054
chr1	73677256	73677256	74069728	392472	391977	0.345480210154
chr1	74069728	74069728	74461704	391976	391976	0.356313364526
chr1	74461704	74461704	74854130	392426	391977	0.349727848166
chr1	74854130	74854130	75247573	393443	391976	0.376006811626
chr1	75247573	75247573	75640473	392900	391977	0.371914625021
chr1	75640473	75640473	76035746	395273	391977	0.370906331035
chr1	76035746	76035746	76429436	393690	391976	0.380889121445
chr1	76429436	76429436	76821639	392203	391977	0.396876633393
chr1	76821639	76821639	77214264	392625	391976	0.377444750361
chr1	77214264	77214264	77608152	393888	391977	0.387519358196
chr1	77608152	77608152	78000466	392314	391977	0.385036552167
chr1	78000466	78000466	78392972	392506	391976	0.393031479613
chr1	78392972	78392972	78787136	394164	391977	0.3870628111
chr1	78787136	78787136	79179252	392116	391977	0.369580075385
chr1	79179252	79179252	79573257	394005	391976	0.35587946407
chr1	79573257	79573257	79965714	392457	391977	0.358062880454
chr1	79965714	79965714	80358354	392640	391976	0.354605467576
chr1	80358354	80358354	80752003	393649	391977	0.357484167448
chr1	80752003	80752003	81144721	392718	391977	0.345719596659
chr1	81144721	81144721	81540661	395940	391976	0.353650282112
chr1	81540661	81540661	81932920	392259	391977	0.367788283821
chr1	81932920	81932920	82325331	392411	391976	0.375336698835
chr1	82325331	82325331	82719189	393858	391977	0.364507693089
chr1	82719189	82719189	83113036	393847	391977	0.365002831034
chr1	83113036	83113036	83506026	392990	391976	0.361121854898
chr1	83506026	83506026	83902222	396196	391977	0.365824663426
chr1	83902222	83902222	84294323	392101	391976	0.387122771313
chr1	84294323	84294323	84691098	396775	391977	0.359171524559
chr1	84691098	84691098	85084239	393141	391977	0.389021297594
chr1	85084239	85084239	85476262	392023	391976	0.407466360564
chr1	85476262	85476262	85868735	392473	391977	0.395938594815
chr1	85868735	85868735	86264985	396250	391976	0.389754499662
chr1	86264985	86264985	86661219	396234	391977	0.364939076712
chr1	86661219	86661219	87055441	394222	391977	0.382987844474
chr1	87055441	87055441	87452761	397320	391976	0.388063082336
chr1	87452761	87452761	87844863	392102	391977	0.403081835431
chr1	87844863	87844863	88236953	392090	391976	0.390655764463
chr1	88236953	88236953	88629343	392390	391977	0.374589696018
chr1	88629343	88629343	89022822	393479	391977	0.37323530234
chr1	89022822	89022822	89414853	392031	391976	0.381654095446
chr1	89414853	89414853	89807060	392207	391977	0.389384231366
chr1	89807060	89807060	90201297	394237	391976	0.39297228331
chr1	90201297	90201297	90596487	395190	391977	0.400979776919
chr1	90596487	90596487	90989333	392846	391977	0.3844718568
chr1	90989333	90989333	91381594	392261	391976	0.396509484708
chr1	91381594	91381594	91776706	395112	391977	0.395364375851
chr1	91776706	91776706	92170196	393490	391976	0.398897563356
chr1	92170196	92170196	92562410	392214	391977	0.416342015624
chr1	92562410	92562410	92954731	392321	391977	0.394616170859
chr1	92954731	92954731	93347044	392313	391976	0.389426863617
chr1	93347044	93347044	93739284	392240	391977	0.38809714411
chr1	93739284	93739284	94132314	393030	391977	0.403860245476
chr1	94132314	94132314	94527264	394950	391976	0.434366707853
chr1	94527264	94527264	94919443	392179	391977	0.407725004526
chr1	94919443	94919443	95312072	392629	391976	0.414177688466
chr1	95312072	95312072	95704120	392048	391977	0.412074990435
chr1	95704120	95704120	96097545	393425	391977	0.383313804086
chr1	96097545	96097545	96489521	391976	391976	0.368145661236
chr1	96489521	96489521	96883587	394066	391977	0.371187206269
chr1	96883587	96883587	97276573	392986	391976	0.375721396073
chr1	97276573	97276573	97669475	392902	391977	0.371403701668
chr1	97669475	97669475	98063164	393689	391977	0.354887462502
chr1	98063164	98063164	98455506	392342	391976	0.343249801195
chr1	98455506	98455506	98847820	392314	391977	0.359934338645
chr1	98847820	98847820	99240438	392618	391976	0.360198155978
chr1	99240438	99240438	99632853	392415	391977	0.375208005769
chr1	99632853	99632853	100026858	394005	391977	0.368693957214
chr1	100026858	100026858	100418875	392017	391976	0.383348766259
chr1	100418875	100418875	100811043	392168	391977	0.385417038529
chr1	100811043	100811043	101203441	392398	391976	0.386873088685
chr1	101203441	101203441	101595683	392242	391977	0.369354279479
chr1	101595683	101595683	101987662	391979	391977	0.394146655067
chr1	101987662	101987662	102380485	392823	391976	0.356810284478
chr1	102380485	102380485	102773011	392526	391977	0.349172543105
chr1	102773011	102773011	103166126	393115	391976	0.34890884902
chr1	103166126	103166126	103559375	393249	391977	0.341875799426
chr1	103559375	103559375	104039327	479952	391977	0.350290961359
chr1	104039327	104039327	104517750	478423	391976	0.351053979203
chr1	104517750	104517750	104911170	393420	391977	0.35177239707
chr1	104911170	104911170	105303878	392708	391976	0.351470550788
chr1	105303878	105303878	105703119	399241	391977	0.346961624875
chr1	105703119	105703119	106096007	392888	391977	0.340222454122
chr1	106096007	106096007	106489736	393729	391976	0.345835100614
chr1	106489736	106489736	106882451	392715	391977	0.348502865931
chr1	106882451	106882451	107274766	392315	391976	0.357053097368
chr1	107274766	107274766	107666774	392008	391977	0.36377898523
chr1	107666774	107666774	108058814	392040	391977	0.376140821647
chr1	108058814	108058814	108451104	392290	391976	0.379485179407
chr1	108451104	108451104	108878799	427695	391977	0.397428553392
chr1	108878799	108878799	109312913	434114	391977	0.402811690884
chr1	109312913	109312913	109705279	392366	391976	0.418775231415
chr1	109705279	109705279	110097310	392031	391977	0.465871495512
chr1	110097310	110097310	110494899	397589	391976	0.469032246706
chr1	110494899	110494899	110887041	392142	391977	0.476939593619
chr1	110887041	110887041	111279132	392091	391977	0.449276064607
chr1	111279132	111279132	111672602	393470	391976	0.382482108003
chr1	111672602	111672602	112065416	392814	391977	0.414685247037
chr1	112065416	112065416	112458155	392739	391976	0.431482834744
chr1	112458155	112458155	112852898	394743	391977	0.441229147931
chr1	112852898	112852898	113245031	392133	391977	0.41992681092
chr1	113245031	113245031	113638390	393359	391976	0.453763845424
chr1	113638390	113638390	114032733	394343	391977	0.401267925294
chr1	114032733	114032733	114430244	397511	391976	0.379987572733
chr1	114430244	114430244	114822328	392084	391977	0.443410374255
chr1	114822328	114822328	115214497	392169	391977	0.401763516425
chr1	115214497	115214497	115606854	392357	391976	0.376468999054
chr1	115606854	115606854	116000758	393904	391977	0.421285788995
chr1	116000758	116000758	116393787	393029	391976	0.424544119929
chr1	116393787	116393787	116787079	393292	391977	0.406733893728
chr1	116787079	116787079	117179197	392118	391977	0.433961542385
chr1	117179197	117179197	117572970	393773	391976	0.438323915942
chr1	117572970	117572970	117965557	392587	391977	0.410151583463
chr1	117965557	117965557	118358192	392635	391976	0.411639758861
chr1	118358192	118358192	118750253	392061	391977	0.377730109702
chr1	118750253	118750253	119143805	393552	391977	0.377785513551
chr1	119143805	119143805	119539762	395957	391976	0.384638308512
chr1	119539762	119539762	119932571	392809	391977	0.407004895484
chr1	119932571	119932571	120326362	393791	391976	0.430827871496
chr1	120326362	120326362	120740451	414089	391977	0.404617106487
chr1	120740451	120740451	121181921	441470	391977	0.413840086808
chr1	121181921	121181921	121627723	445802	391976	0.398291347351
chr1	121627723	121627723	122019700	391977	391977	0.0
chr1	122019700	122019700	122411676	391976	391976	0.0
chr1	122411676	122411676	122803653	391977	391977	0.0
chr1	122803653	122803653	123195630	391977	391977	0.0
chr1	123195630	123195630	123587606	391976	391976	0.0
chr1	123587606	123587606	123979583	391977	391977	0.0
chr1	123979583	123979583	124371559	391976	391976	0.0
chr1	124371559	124371559	124763536	391977	391977	0.0
chr1	124763536	124763536	125155513	391977	391977	0.0
chr1	125155513	125155513	125547489	391976	391976	0.0
chr1	125547489	125547489	125939466	391977	391977	0.0
chr1	125939466	125939466	126331443	391977	391977	0.0
chr1	126331443	126331443	126723419	391976	391976	0.0
chr1	126723419	126723419	127115396	391977	391977	0.0
chr1	127115396	127115396	127507372	391976	391976	0.0
chr1	127507372	127507372	127899349	391977	391977	0.0
chr1	127899349	127899349	128291326	391977	391977	0.0
chr1	128291326	128291326	128683302	391976	391976	0.0
chr1	128683302	128683302	129075279	391977	391977	0.0
chr1	129075279	129075279	129467255	391976	391976	0.0
chr1	129467255	129467255	129859232	391977	391977	0.0
chr1	129859232	129859232	130251209	391977	391977	0.0
chr1	130251209	130251209	130643185	391976	391976	0.0
chr1	130643185	130643185	131035162	391977	391977	0.0
chr1	131035162	131035162	131427138	391976	391976	0.0
chr1	131427138	131427138	131819115	391977	391977	0.0
chr1	131819115	131819115	132211092	391977	391977	0.0
chr1	132211092	132211092	132603068	391976	391976	0.0
chr1	132603068	132603068	132995045	391977	391977	0.0
chr1	132995045	132995045	133387021	391976	391976	0.0
chr1	133387021	133387021	133778998	391977	391977	0.0
chr1	133778998	133778998	134170975	391977	391977	0.0
chr1	134170975	134170975	134562951	391976	391976	0.0
chr1	134562951	134562951	134954928	391977	391977	0.0
chr1	134954928	134954928	135346904	391976	391976	0.0
chr1	135346904	135346904	135738881	391977	391977	0.0
chr1	135738881	135738881	136130858	391977	391977	0.0
chr1	136130858	136130858	136522834	391976	391976	0.0
chr1	136522834	136522834	136914811	391977	391977	0.0
chr1	136914811	136914811	137306787	391976	391976	0.0
chr1	137306787	137306787	137698764	391977	391977	0.0
chr1	137698764	137698764	138090741	391977	391977	0.0
chr1	138090741	138090741	138482717	391976	391976	0.0
chr1	138482717	138482717	138874694	391977	391977	0.0
chr1	138874694	138874694	139266670	391976	391976	0.0
chr1	139266670	139266670	139658647	391977	391977	0.0
chr1	139658647	139658647	140050624	391977	391977	0.0
chr1	140050624	140050624	140442600	391976	391976	0.0
chr1	140442600	140442600	140834577	391977	391977	0.0
chr1	140834577	140834577	141226554	391977	391977	0.0
chr1	141226554	141226554	141618530	391976	391976	0.0
chr1	141618530	141618530	142010507	391977	391977	0.0
chr1	142010507	142010507	142402483	391976	391976	0.0
chr1	142402483	142402483	142807358	404875	391977	0.401782576174
chr1	142807358	142807358	143219279	411921	391977	0.398701144993
chr1	143219279	143219279	143629208	409929	391976	0.406714696255
chr1	143629208	143629208	144110986	481778	391977	0.41717365249
chr1	144110986	144110986	144681699	570713	391976	0.414715043092
chr1	144681699	144681699	145095864	414165	391977	0.40993166055
chr1	145095864	145095864	145557212	461348	391977	0.428345074239
chr1	145557212	145557212	146023062	465850	391976	0.427060588863
chr1	146023062	146023062	146575527	552465	391977	0.425113875708
chr1	146575527	146575527	146969918	394391	391976	0.396284923921
chr1	146969918	146969918	147362114	392196	391977	0.424242346978
chr1	147362114	147362114	148059430	697316	391977	0.422802274353
chr1	148059430	148059430	148572648	513218	391976	0.42126498305
chr1	148572648	148572648	149077195	504547	391977	0.396189336768
chr1	149077195	149077195	149518175	440980	391976	0.430866382596
chr1	149518175	149518175	150021054	502879	391977	0.426768957268
chr1	150021054	150021054	150413134	392080	391977	0.431807632077
chr1	150413134	150413134	150806242	393108	391976	0.439599603165
chr1	150806242	150806242	151198240	391998	391977	0.462352040816
chr1	151198240	151198240	151590704	392464	391976	0.462121559575
chr1	151590704	151590704	151983000	392296	391977	0.443994106521
chr1	151983000	151983000	152379642	396642	391977	0.41074111798
chr1	152379642	152379642	152773549	393907	391976	0.418936861052
chr1	152773549	152773549	153167060	393511	391977	0.400398462058
chr1	153167060	153167060	153560797	393737	391976	0.459659825417
chr1	153560797	153560797	153953025	392228	391977	0.481781097825
chr1	153953025	153953025	154345243	392218	391977	0.449903115598
chr1	154345243	154345243	154737308	392065	391976	0.462801000849
chr1	154737308	154737308	155129466	392158	391977	0.514152386781
chr1	155129466	155129466	155523875	394409	391976	0.464056529864
chr1	155523875	155523875	155922826	398951	391977	0.451491779733
chr1	155922826	155922826	156315426	392600	391977	0.501484964417
chr1	156315426	156315426	156707691	392265	391976	0.512028796712
chr1	156707691	156707691	157099860	392169	391977	0.485395401496
chr1	157099860	157099860	157493159	393299	391977	0.435007793013
chr1	157493159	157493159	157885680	392521	391976	0.393429174851
chr1	157885680	157885680	158278651	392971	391977	0.439819020645
chr1	158278651	158278651	158671754	393103	391976	0.36991643454
chr1	158671754	158671754	159066531	394777	391977	0.377299704392
chr1	159066531	159066531	159459760	393229	391977	0.39222746935
chr1	159459760	159459760	159854443	394683	391976	0.412199602214
chr1	159854443	159854443	160246470	392027	391977	0.470771294981
chr1	160246470	160246470	160638539	392069	391976	0.422790770039
chr1	160638539	160638539	161031269	392730	391977	0.443281932717
chr1	161031269	161031269	161444940	413671	391977	0.479528516485
chr1	161444940	161444940	161863738	418798	391976	0.415231614136
chr1	161863738	161863738	162255875	392137	391977	0.422243133175
chr1	162255875	162255875	162648550	392675	391976	0.417210582744
chr1	162648550	162648550	163041840	393290	391977	0.395703446803
chr1	163041840	163041840	163434683	392843	391977	0.377609489748
chr1	163434683	163434683	163829065	394382	391976	0.376485861495
chr1	163829065	163829065	164221621	392556	391977	0.36889580648
chr1	164221621	164221621	164615460	393839	391976	0.393516672972
chr1	164615460	164615460	165007591	392131	391977	0.410064952452
chr1	165007591	165007591	165399936	392345	391977	0.42747618817
chr1	165399936	165399936	165792322	392386	391976	0.413282261435
chr1	165792322	165792322	166187228	394906	391977	0.433407274606
chr1	166187228	166187228	166582567	395339	391976	0.390645038081
chr1	166582567	166582567	166974802	392235	391977	0.397922684499
chr1	166974802	166974802	167366911	392109	391977	0.405540777994
chr1	167366911	167366911	167758934	392023	391976	0.442408009693
chr1	167758934	167758934	168150977	392043	391977	0.403637337551
chr1	168150977	168150977	168545126	394149	391976	0.410931343571
chr1	168545126	168545126	168937588	392462	391977	0.394647661951
chr1	168937588	168937588	169330818	393230	391977	0.384587215689
chr1	169330818	169330818	169722987	392169	391976	0.387030147563
chr1	169722987	169722987	170116195	393208	391977	0.370262709494
chr1	170116195	170116195	170509260	393065	391976	0.378352799904
chr1	170509260	170509260	170901461	392201	391977	0.382006256964
chr1	170901461	170901461	171294060	392599	391977	0.385546649143
chr1	171294060	171294060	171687722	393662	391976	0.409666619249
chr1	171687722	171687722	172081038	393316	391977	0.388550740114
chr1	172081038	172081038	172473665	392627	391977	0.37746575011
chr1	172473665	172473665	172866073	392408	391976	0.385260314467
chr1	172866073	172866073	173260886	394813	391977	0.384468675202
chr1	173260886	173260886	173653305	392419	391976	0.39811325082
chr1	173653305	173653305	174045629	392324	391977	0.401530869736
chr1	174045629	174045629	174442300	396671	391977	0.377073811427
chr1	174442300	174442300	174842798	400498	391976	0.382304619226
chr1	174842798	174842798	175235373	392575	391977	0.418893618322
chr1	175235373	175235373	175627587	392214	391976	0.429401146307
chr1	175627587	175627587	176020266	392679	391977	0.419842060095
chr1	176020266	176020266	176416049	395783	391977	0.378079007542
chr1	176416049	176416049	176808975	392926	391976	0.393598827266
chr1	176808975	176808975	177201140	392165	391977	0.415504109219
chr1	177201140	177201140	177594183	393043	391976	0.399890597769
chr1	177594183	177594183	177987892	393709	391977	0.41343523549
chr1	177987892	177987892	178381406	393514	391977	0.381267851879
chr1	178381406	178381406	178774265	392859	391976	0.414553748018
chr1	178774265	178774265	179168524	394259	391977	0.413682814176
chr1	179168524	179168524	179560823	392299	391976	0.406142222426
chr1	179560823	179560823	179953557	392734	391977	0.406878921209
chr1	179953557	179953557	180346669	393112	391977	0.420254684392
chr1	180346669	180346669	180740961	394292	391976	0.389181676617
chr1	180740961	180740961	181136538	395577	391977	0.437735572414
chr1	181136538	181136538	181529151	392613	391976	0.442132878265
chr1	181529151	181529151	181921448	392297	391977	0.418749474253
chr1	181921448	181921448	182313465	392017	391977	0.424247294136
chr1	182313465	182313465	182706134	392669	391976	0.425429940077
chr1	182706134	182706134	183098350	392216	391977	0.400639440311
chr1	183098350	183098350	183490394	392044	391976	0.422452977457
chr1	183490394	183490394	183883563	393169	391977	0.405329996363
chr1	183883563	183883563	184275772	392209	391977	0.403239582776
chr1	184275772	184275772	184667878	392106	391976	0.402401889275
chr1	184667878	184667878	185064568	396690	391977	0.392185877204
chr1	185064568	185064568	185458409	393841	391976	0.384442531669
chr1	185458409	185458409	185850993	392584	391977	0.374274681216
chr1	185850993	185850993	186245380	394387	391977	0.365895093423
chr1	186245380	186245380	186638616	393236	391976	0.367456858188
chr1	186638616	186638616	187030988	392372	391977	0.362768684979
chr1	187030988	187030988	187426726	395738	391976	0.355920553899
chr1	187426726	187426726	187823515	396789	391977	0.364806661441
chr1	187823515	187823515	188215950	392435	391977	0.343181198511
chr1	188215950	188215950	188608696	392746	391976	0.340561887012
chr1	188608696	188608696	189001681	392985	391977	0.344545748333
chr1	189001681	189001681	189394044	392363	391977	0.340664942082
chr1	189394044	189394044	189787139	393095	391976	0.338539851487
chr1	189787139	189787139	190179432	392293	391977	0.33851565786
chr1	190179432	190179432	190571603	392171	391976	0.332169731216
chr1	190571603	190571603	190965302	393699	391977	0.339643536592
chr1	190965302	190965302	191358027	392725	391977	0.342741904682
chr1	191358027	191358027	191750445	392418	391976	0.344819326232
chr1	191750445	191750445	192142658	392213	391977	0.344815981031
chr1	192142658	192142658	192537009	394351	391976	0.352415221895
