bin.chrom	bin.start.chrompos	bin.start.abspos	bin.end.chrompos	bin.length	mappable.positions	gc.content
chr1	192323091	192323091	194284620	1961529	1953662	0.36459785749
chr1	194284620	194284620	196245476	1960856	1953661	0.343327767742
chr1	196245476	196245476	198217922	1972446	1953661	0.358539743507
chr1	198217922	198217922	200175448	1957526	1953661	0.368801365804
chr1	200175448	200175448	202130831	1955383	1953661	0.462359075067
chr1	202130831	202130831	204086211	1955380	1953661	0.458033264089
chr1	204086211	204086211	206041277	1955066	1953662	0.473518334089
chr1	206041277	206041277	208024541	1983264	1953661	0.42499261864
chr1	208024541	208024541	209979751	1955210	1953661	0.425633128275
chr1	209979751	209979751	211938734	1958983	1953661	0.416105279009
chr1	211938734	211938734	213895968	1957234	1953661	0.418668469209
chr1	213895968	213895968	215851231	1955263	1953662	0.392439388011
chr1	215851231	215851231	217806630	1955399	1953661	0.371451175488
chr1	217806630	217806630	219768560	1961930	1953661	0.377975383449
chr1	219768560	219768560	221726126	1957566	1953661	0.395751258705
chr1	221726126	221726126	223689071	1962945	1953661	0.412180766979
chr1	223689071	223689071	225654966	1965895	1953661	0.41921982236
chr1	225654966	225654966	227611013	1956047	1953662	0.441379535993
chr1	227611013	227611013	229605354	1994341	1953661	0.474109518774
chr1	229605354	229605354	231560082	1954728	1953661	0.438603796944
chr1	231560082	231560082	233516530	1956448	1953661	0.414240588822
chr1	233516530	233516530	235471362	1954832	1953661	0.42334397643
chr1	235471362	235471362	237435500	1964138	1953661	0.425266528863
chr1	237435500	237435500	239390483	1954983	1953662	0.372640710798
chr1	239390483	239390483	241348417	1957934	1953661	0.393418886011
chr1	241348417	241348417	243316704	1968287	1953661	0.405202183216
chr1	243316704	243316704	245272659	1955955	1953661	0.4075984288
chr1	245272659	245272659	247233200	1960541	1953661	0.425971784347
chr1	247233200	247233200	249250621	2017421	1953662	0.402127787869
chr2	0	249250621	1984087	1984087	1959272	0.45408287063
chr2	1984087	251234708	3949440	1965353	1959272	0.45527278233
chr2	3949440	253200061	5916685	1967245	1959273	0.394204944499
chr2	5916685	255167306	7876687	1960002	1959272	0.406019579552
chr2	7876687	257127308	9837576	1960889	1959273	0.436946775726
chr2	9837576	259088197	11802250	1964674	1959272	0.467893433828
chr2	11802250	261052871	13764931	1962681	1959273	0.396700333166
chr2	13764931	263015552	15729753	1964822	1959272	0.37989865759
chr2	15729753	264980374	17694624	1964871	1959273	0.417233936663
chr2	17694624	266945245	19678046	1983422	1959272	0.39462515327
chr2	19678046	268928667	21639626	1961580	1959272	0.431731266737
chr2	21639626	270890247	23603528	1963902	1959273	0.386453207489
chr2	23603528	272854149	25564882	1961354	1959272	0.444890677674
chr2	25564882	274815503	27524583	1959701	1959273	0.458367415879
chr2	27524583	276775204	29486911	1962328	1959272	0.436097904022
chr2	29486911	278737532	31450434	1963523	1959273	0.433504029742
chr2	31450434	280701055	33413410	1962976	1959272	0.404075662599
chr2	33413410	282664031	35377271	1963861	1959273	0.381168136474
chr2	35377271	284627892	37343626	1966355	1959272	0.37877048776
chr2	37343626	286594247	39304817	1961191	1959272	0.411279257064
chr2	39304817	288555438	41265954	1961137	1959273	0.379031267034
chr2	41265954	290516575	43229783	1963829	1959272	0.41355798946
chr2	43229783	292480404	45194821	1965038	1959273	0.417964519806
chr2	45194821	294445442	47159658	1964837	1959272	0.430784405236
chr2	47159658	296410279	49120585	1960927	1959273	0.429075708503
chr2	49120585	298371206	51081731	1961146	1959272	0.368966544085
chr2	51081731	300332352	53043815	1962084	1959273	0.355341712851
chr2	53043815	302294436	55006418	1962603	1959272	0.39181801738
chr2	55006418	304257039	56969596	1963178	1959272	0.389836387901
chr2	56969596	306220217	58936879	1967283	1959273	0.358540323339
chr2	58936879	308187500	60902516	1965637	1959272	0.397079524775
chr2	60902516	310153137	62863193	1960677	1959273	0.41796387884
chr2	62863193	312113814	64826356	1963163	1959272	0.387421332389
chr2	64826356	314076977	66790808	1964452	1959273	0.42113330218
chr2	66790808	316041429	68753530	1962722	1959272	0.387574615687
chr2	68753530	318004151	70714886	1961356	1959273	0.422430785201
chr2	70714886	319965507	72682700	1967814	1959272	0.441101200519
chr2	72682700	321933321	74665636	1982936	1959272	0.433235431466
chr2	74665636	323916257	76630068	1964432	1959273	0.402904857073
chr2	76630068	325880689	78600600	1970532	1959272	0.351795503148
chr2	78600600	327851221	80563893	1963293	1959273	0.379196707576
chr2	80563893	329814514	82525896	1962003	1959272	0.362787046924
chr2	82525896	331776517	84491594	1965698	1959273	0.358596428753
chr2	84491594	333742215	86454150	1962556	1959272	0.442424631527
chr2	86454150	335704771	88701535	2247385	1959273	0.423508467102
chr2	88701535	337952156	90848985	2147450	1959272	0.411332675272
chr2	90848985	340099606	92915086	2066101	1959273	0.416417602169
chr2	92915086	342165707	94874358	1959272	1959272	0.0
chr2	94874358	344124979	96928599	2054241	1959272	0.442079841241
chr2	96928599	346179220	99017144	2088545	1959273	0.44022279604
chr2	99017144	348267765	100983913	1966769	1959272	0.420417018555
chr2	100983913	350234534	102944401	1960488	1959273	0.434233278415
chr2	102944401	352195022	104909133	1964732	1959272	0.372755803076
chr2	104909133	354159754	106876734	1967601	1959273	0.424774204959
chr2	106876734	356127355	108886010	2009276	1959272	0.394786087341
chr2	108886010	358136631	111053660	2167650	1959273	0.439979325175
chr2	111053660	360304281	113300641	2246981	1959272	0.428823449043
chr2	113300641	362551262	115265471	1964830	1959272	0.4219755175
chr2	115265471	364516092	117230465	1964994	1959273	0.365778861636
chr2	117230465	366481086	119200943	1970478	1959272	0.387743595469
chr2	119200943	368451564	121165922	1964979	1959273	0.436186914784
chr2	121165922	370416543	123131615	1965693	1959272	0.461095439526
chr2	123131615	372382236	125096995	1965380	1959273	0.368239863803
chr2	125096995	374347616	127066761	1969766	1959272	0.375264498154
chr2	127066761	376317382	129028086	1961325	1959273	0.445761466599
chr2	129028086	378278707	131022861	1994775	1959272	0.444441158084
chr2	131022861	380273482	133118376	2095515	1959272	0.432260392066
chr2	133118376	382368997	135088029	1969653	1959273	0.408402994433
chr2	135088029	384338650	137053169	1965140	1959272	0.409639608741
chr2	137053169	386303790	139016768	1963599	1959273	0.384142705163
chr2	139016768	388267389	140978964	1962196	1959272	0.366399313423
chr2	140978964	390229585	142940147	1961183	1959273	0.347973801554
chr2	142940147	392190768	144908623	1968476	1959272	0.366852461648
chr2	144908623	394159244	146868771	1960148	1959273	0.363814503992
chr2	146868771	396119392	148832725	1963954	1959272	0.367236333197
chr2	148832725	398083346	150799576	1966851	1959272	0.389500405227
chr2	150799576	400050197	152781011	1981435	1959273	0.386621426773
chr2	152781011	402031632	154747790	1966779	1959272	0.38601552486
chr2	154747790	403998411	156712179	1964389	1959273	0.348519719343
chr2	156712179	405962800	158682523	1970344	1959272	0.372682767392
chr2	158682523	407933144	160648994	1966471	1959273	0.396847553971
chr2	160648994	409899615	162615372	1966378	1959272	0.382663066142
chr2	162615372	411865993	164576244	1960872	1959273	0.360199074494
chr2	164576244	413826865	166541857	1965613	1959272	0.363137236946
chr2	166541857	415792478	168512350	1970493	1959273	0.361303124342
chr2	168512350	417762971	170478144	1965794	1959272	0.393454865103
chr2	170478144	419728765	172439056	1960912	1959272	0.400694778047
chr2	172439056	421689677	174403857	1964801	1959273	0.410444202294
chr2	174403857	423654478	176374069	1970212	1959272	0.398638929578
chr2	176374069	425624690	178340052	1965983	1959273	0.398399784332
chr2	178340052	427590673	180311692	1971640	1959272	0.384984190842
chr2	180311692	429562313	182276820	1965128	1959273	0.363670087984
chr2	182276820	431527441	184242325	1965505	1959272	0.372140114484
chr2	184242325	433492946	186207484	1965159	1959273	0.348737329919
chr2	186207484	435458105	188173831	1966347	1959272	0.359114785829
chr2	188173831	437424452	190138699	1964868	1959272	0.353801014825
chr2	190138699	439389320	192099152	1960453	1959273	0.383356924796
chr2	192099152	441349773	194065443	1966291	1959272	0.364684205253
chr2	194065443	443316064	196034266	1968823	1959273	0.342223407362
chr2	196034266	445284887	198003599	1969333	1959272	0.382369175382
chr2	198003599	447254220	199970411	1966812	1959273	0.380901295191
chr2	199970411	449221032	201931109	1960698	1959272	0.398647931861
chr2	201931109	451181730	203893896	1962787	1959273	0.413305760324
chr2	203893896	453144517	205855874	1961978	1959272	0.394865391085
chr2	205855874	455106495	207821030	1965156	1959272	0.402344238987
chr2	207821030	457071651	209785945	1964915	1959273	0.402162025164
chr2	209785945	459036566	211751014	1965069	1959272	0.367288510186
chr2	211751014	461001635	213714765	1963751	1959273	0.353162032089
chr2	213714765	462965386	215680979	1966214	1959272	0.362520699659
chr2	215680979	464931600	217642872	1961893	1959273	0.41221828895
chr2	217642872	466893493	219602789	1959917	1959272	0.450112989363
chr2	219602789	468853410	221565011	1962222	1959273	0.450407802575
chr2	221565011	470815632	223529280	1964269	1959272	0.390168668173
chr2	223529280	472779901	225490081	1960801	1959272	0.405657784081
chr2	225490081	474740702	227453903	1963822	1959273	0.378150995201
chr2	227453903	476704524	229417213	1963310	1959272	0.397379020757
chr2	229417213	478667834	231382637	1965424	1959273	0.399515423119
chr2	231382637	480633258	233356900	1974263	1959272	0.460322195855
chr2	233356900	482607521	235319557	1962657	1959273	0.447952823791
chr2	235319557	484570178	237283292	1963735	1959272	0.459918003276
chr2	237283292	486533913	239247782	1964490	1959273	0.463258694869
chr2	239247782	488498403	241211158	1963376	1959272	0.487234185261
chr2	241211158	490461779	243199373	1988215	1959273	0.516198392711
chr3	0	492449994	2019897	2019897	1953475	0.367628638006
chr3	2019897	494469891	3978698	1958801	1953476	0.385884644857
chr3	3978698	496428692	5943180	1964482	1953475	0.408575483435
chr3	5943180	498393174	7900440	1957260	1953476	0.376225564079
chr3	7900440	500350434	9858609	1958169	1953476	0.432612882123
chr3	9858609	502308603	11814396	1955787	1953475	0.468019300651
chr3	11814396	504264390	13770512	1956116	1953476	0.47264275468
chr3	13770512	506220506	15727367	1956855	1953476	0.455966378739
chr3	15727367	508177361	17683280	1955913	1953475	0.398389500566
chr3	17683280	510133274	19647020	1963740	1953476	0.374055756815
chr3	19647020	512097014	21605721	1958701	1953476	0.376390907657
chr3	21605721	514055715	23569426	1963705	1953475	0.371620613462
chr3	23569426	516019420	25526658	1957232	1953476	0.393132859944
chr3	25526658	517976652	27492165	1965507	1953476	0.382922693307
chr3	27492165	519942159	29453173	1961008	1953475	0.380751755473
chr3	29453173	521903167	31409004	1955831	1953476	0.378741436513
chr3	31409004	523858998	33363147	1954143	1953476	0.422035212331
chr3	33363147	525813141	35324261	1961114	1953475	0.381880521091
chr3	35324261	527774255	37280770	1956509	1953476	0.38504511347
chr3	37280770	529730764	39237501	1956731	1953476	0.440097345933
chr3	39237501	531687495	41197611	1960110	1953475	0.412585097178
chr3	41197611	533647605	43160160	1962549	1953476	0.426503056481
chr3	43160160	535610154	45117104	1956944	1953476	0.424296838032
chr3	45117104	537567098	47077310	1960206	1953475	0.450739411328
chr3	47077310	539527304	49033829	1956519	1953476	0.463523775109
chr3	49033829	541483823	50988708	1954879	1953475	0.495218890562
chr3	50988708	543438702	52944862	1956154	1953476	0.468817926587
chr3	52944862	545394856	54906823	1961961	1953476	0.436001086667
chr3	54906823	547356817	56865036	1958213	1953475	0.410045372954
chr3	56865036	549315030	58822703	1957667	1953476	0.431791073976
chr3	58822703	551272697	60780743	1958040	1953476	0.392934260791
chr3	60780743	553230737	62735349	1954606	1953475	0.400726489495
chr3	62735349	555185343	64701633	1966284	1953476	0.399243039924
chr3	64701633	557151627	66658302	1956669	1953476	0.406582534008
chr3	66658302	559108296	68616311	1958009	1953475	0.387882396983
chr3	68616311	561066305	70572217	1955906	1953476	0.39157107594
chr3	70572217	563022211	72526331	1954114	1953476	0.416747009901
chr3	72526331	564976325	74481652	1955321	1953475	0.406893899371
chr3	74481652	566931646	76442192	1960540	1953476	0.385770873565
chr3	76442192	568892186	78400684	1958492	1953476	0.36032482101
chr3	78400684	570850678	80359512	1958828	1953475	0.352811627349
chr3	80359512	572809506	82321550	1962038	1953476	0.356221585697
chr3	82321550	574771544	84279994	1958444	1953476	0.344055439874
chr3	84279994	576729988	86236482	1956488	1953475	0.344882416981
chr3	86236482	578686476	88193226	1956744	1953476	0.358228405731
chr3	88193226	580643220	90160383	1967157	1953476	0.355630632806
chr3	90160383	582610377	92119908	1959525	1953475	0.36791959869
chr3	92119908	584569902	94075601	1955693	1953476	0.376973065218
chr3	94075601	586525595	96033015	1957414	1953476	0.348412396752
chr3	96033015	588483009	97989529	1956514	1953475	0.35907449773
chr3	97989529	590439523	99947116	1957587	1953476	0.38083785718
chr3	99947116	592397110	101906552	1959436	1953475	0.388589483311
chr3	101906552	594356546	103868976	1962424	1953476	0.353814615175
chr3	103868976	596318970	105826583	1957607	1953476	0.356772470907
chr3	105826583	598276577	107787623	1961040	1953475	0.376788972393
chr3	107787623	600237617	109752842	1965219	1953476	0.382261333458
chr3	109752842	602202836	111717592	1964750	1953476	0.370947580153
chr3	111717592	604167586	113677705	1960113	1953475	0.395298745227
chr3	113677705	606127699	115634728	1957023	1953476	0.37741469833
chr3	115634728	608084722	117595643	1960915	1953476	0.370439442363
chr3	117595643	610045637	119554443	1958800	1953475	0.390628557659
chr3	119554443	612004437	121516123	1961680	1953476	0.3892470849
chr3	121516123	613966117	123474778	1958655	1953476	0.427464839428
chr3	123474778	615924772	125432474	1957696	1953475	0.426077464451
chr3	125432474	617882468	127394210	1961736	1953476	0.477693759309
chr3	127394210	619844204	129349260	1955050	1953476	0.481457782197
chr3	129349260	621799254	131312667	1963407	1953475	0.402702136947
chr3	131312667	623762661	133277918	1965251	1953476	0.394840257209
chr3	133277918	625727912	135236590	1958672	1953476	0.43472880122
chr3	135236590	627686584	137207844	1971254	1953475	0.403787737361
chr3	137207844	629657838	139166760	1958916	1953476	0.418996098867
chr3	139166760	631616754	141122910	1956150	1953476	0.422104723968
chr3	141122910	633572904	143081086	1958176	1953475	0.401681563167
chr3	143081086	635531080	145036387	1955301	1953476	0.36568398862
chr3	145036387	637486381	146995594	1959207	1953476	0.355901795061
chr3	146995594	639445588	148953256	1957662	1953475	0.367920644196
chr3	148953256	641403250	150909570	1956314	1953476	0.398720349882
chr3	150909570	643359564	152866225	1956655	1953475	0.37301019034
chr3	152866225	645316219	154825722	1959497	1953476	0.373812898093
chr3	154825722	647275716	156789422	1963700	1953476	0.393528651496
chr3	156789422	649239416	158750763	1961341	1953475	0.385420092253
chr3	158750763	651200757	160711185	1960422	1953476	0.392892557936
chr3	160711185	653161179	162669237	1958052	1953476	0.363256069547
chr3	162669237	655119231	164631726	1962489	1953475	0.346734838529
chr3	164631726	657081720	166590788	1959062	1953476	0.346080066807
chr3	166590788	659040782	168550855	1960067	1953476	0.364490229681
chr3	168550855	661000849	170507831	1956976	1953475	0.392360568182
chr3	170507831	662957825	172465165	1957334	1953476	0.39809618788
chr3	172465165	664915159	174420837	1955672	1953476	0.359941380823
chr3	174420837	666870831	176380455	1959618	1953475	0.355207131995
chr3	176380455	668830449	178339497	1959042	1953476	0.388275607899
chr3	178339497	670789491	180299419	1959922	1953476	0.387881877052
chr3	180299419	672749413	182256036	1956617	1953475	0.381292934393
chr3	182256036	674706030	184214092	1958056	1953476	0.435439093224
chr3	184214092	676664086	186172513	1958421	1953476	0.431638108825
chr3	186172513	678622507	188134573	1962060	1953475	0.421530512288
chr3	188134573	680584567	190092123	1957550	1953476	0.3823060639
chr3	190092123	682542117	192050330	1958207	1953476	0.368099625729
chr3	192050330	684500324	194008000	1957670	1953475	0.409357134392
chr3	194008000	686457994	195992782	1984782	1953476	0.467712960989
chr3	195992782	688442776	198022430	2029648	1953475	0.437572379647
chr4	0	690472424	1985999	1985999	1970007	0.512386090921
chr4	1985999	692458423	3958823	1972824	1970008	0.505277708222
chr4	3958823	694431247	5937109	1978286	1970008	0.45214650243
chr4	5937109	696409533	7909048	1971939	1970007	0.507461430134
chr4	7909048	698381472	9981024	2071976	1970008	0.492576054255
chr4	9981024	700453448	11960369	1979345	1970008	0.409664904638
chr4	11960369	702432793	13936661	1976292	1970008	0.38451515817
chr4	13936661	704409085	15920507	1983846	1970007	0.394070009396
chr4	15920507	706392931	17895968	1975461	1970008	0.411083376403
chr4	17895968	708368392	19874474	1978506	1970008	0.369598202282
chr4	19874474	710346898	21853078	1978604	1970007	0.372553707004
chr4	21853078	712325502	23830047	1976969	1970008	0.379307536631
chr4	23830047	714302471	25800476	1970429	1970008	0.419054003921
chr4	25800476	716272900	27778988	1978512	1970008	0.398503624437
chr4	27778988	718251412	29750046	1971058	1970007	0.35048755492
chr4	29750046	720222470	31721061	1971015	1970008	0.352577882383
chr4	31721061	722193485	33694447	1973386	1970008	0.347516618073
chr4	33694447	724166871	35666477	1972030	1970007	0.34421246714
chr4	35666477	726138901	37639779	1973302	1970008	0.372050125069
chr4	37639779	728112203	39612214	1972435	1970008	0.414670785429
chr4	39612214	730084638	41583889	1971675	1970008	0.422963839761
chr4	41583889	732056313	43557690	1973801	1970007	0.385871335691
chr4	43557690	734030114	45532630	1974940	1970008	0.357073777356
chr4	45532630	736005054	47508522	1975892	1970008	0.359605322958
chr4	47508522	737980946	49522557	2014035	1970007	0.396274322881
chr4	49522557	739994981	54526907	5004350	1970008	0.404720827479
chr4	54526907	744999331	56505690	1978783	1970008	0.406005200161
chr4	56505690	746978114	58481307	1975617	1970008	0.407747141529
chr4	58481307	748953731	60462118	1980811	1970007	0.354457940774
chr4	60462118	750934542	62436000	1973882	1970008	0.350150768738
chr4	62436000	752908424	64417927	1981927	1970008	0.351912707267
chr4	64417927	754890351	66395906	1977979	1970007	0.344507353711
chr4	66395906	756868330	68370737	1974831	1970008	0.356094920431
chr4	68370737	758843161	70355125	1984388	1970008	0.363566133673
chr4	70355125	760827549	72335820	1980695	1970008	0.374026415954
chr4	72335820	762808244	74308844	1973024	1970007	0.370553150339
chr4	74308844	764781268	76327639	2018795	1970008	0.378984471114
chr4	76327639	766800063	78301382	1973743	1970008	0.408886659624
chr4	78301382	768773806	80282959	1981577	1970007	0.387599989705
chr4	80282959	770755383	82269651	1986692	1970008	0.363557749709
chr4	82269651	772742075	84243538	1973887	1970008	0.404399132879
chr4	84243538	774715962	86219862	1976324	1970008	0.38388099939
chr4	86219862	776692286	88199958	1980096	1970007	0.378739840149
chr4	88199958	778672382	90182662	1982704	1970008	0.39429345551
chr4	90182662	780655086	92160248	1977586	1970008	0.358889718182
chr4	92160248	782632672	94138133	1977885	1970007	0.349309642057
chr4	94138133	784610557	96119543	1981410	1970008	0.369184702626
chr4	96119543	786591967	98096004	1976461	1970008	0.35865837104
chr4	98096004	788568428	100075494	1979490	1970008	0.376206117529
chr4	100075494	790547918	102051438	1975944	1970007	0.375120575157
chr4	102051438	792523862	104030389	1978951	1970008	0.373776436328
chr4	104030389	794502813	106008744	1978355	1970008	0.360537557175
chr4	106008744	796481168	107988023	1979279	1970007	0.366107692642
chr4	107988023	798460447	109964722	1976699	1970008	0.388210457727
chr4	109964722	800437146	111940174	1975452	1970008	0.387553949624
chr4	111940174	802412598	113921039	1980865	1970008	0.375243264692
chr4	113921039	804393463	115895438	1974399	1970007	0.36331930545
chr4	115895438	806367862	117869747	1974309	1970008	0.342987502982
chr4	117869747	808342171	119846875	1977128	1970008	0.365257722052
chr4	119846875	810319299	121834012	1987137	1970007	0.372017760207
chr4	121834012	812306436	123810608	1976596	1970008	0.379472710182
chr4	123810608	814283032	125787089	1976481	1970008	0.37131257896
chr4	125787089	816259513	127759231	1972142	1970008	0.352058470375
chr4	127759231	818231655	129740930	1981699	1970007	0.387761322218
chr4	129740930	820213354	131717556	1976626	1970008	0.359870951944
chr4	131717556	822189980	133706009	1988453	1970008	0.349373257127
chr4	133706009	824178433	135682002	1975993	1970007	0.345457351866
chr4	135682002	826154426	137661781	1979779	1970008	0.344332529709
chr4	137661781	828134205	139638277	1976496	1970008	0.361672007763
chr4	139638277	830110701	141614049	1975772	1970008	0.410339947788
chr4	141614049	832086473	143590415	1976366	1970007	0.37451122463
chr4	143590415	834062839	145575336	1984921	1970008	0.377602053077
chr4	145575336	836047760	147552866	1977530	1970008	0.388499402285
chr4	147552866	838025290	149527488	1974622	1970007	0.387489466349
chr4	149527488	839999912	151503322	1975834	1970008	0.370147623588
chr4	151503322	841975746	153476135	1972813	1970008	0.399124094251
chr4	153476135	843948559	155447908	1971773	1970008	0.406968847866
chr4	155447908	845920332	157423681	1975773	1970007	0.369805266288
chr4	157423681	847896105	159399040	1975359	1970008	0.361317247835
chr4	159399040	849871464	161373732	1974692	1970008	0.380651888343
chr4	161373732	851846156	163349037	1975305	1970007	0.343488885525
chr4	163349037	853821461	165328313	1979276	1970008	0.36238466754
chr4	165328313	855800737	167306149	1977836	1970008	0.380421955691
chr4	167306149	857778573	169289895	1983746	1970008	0.355779564743
chr4	169289895	859762319	171267396	1977501	1970007	0.395684861161
chr4	171267396	861739820	173241972	1974576	1970008	0.353770273952
chr4	173241972	863714396	175213574	1971602	1970008	0.378562327932
chr4	175213574	865685998	177188730	1975156	1970007	0.361532090091
chr4	177188730	867661154	179162558	1973828	1970008	0.368206988444
chr4	179162558	869634982	181134971	1972413	1970008	0.353424608919
chr4	181134971	871607395	183112200	1977229	1970008	0.375789677584
chr4	183112200	873584624	185086594	1974394	1970007	0.418157755587
chr4	185086594	875559018	187060826	1974232	1970008	0.423303924459
chr4	187060826	877533250	189038587	1977761	1970008	0.403694982665
chr4	189038587	879511011	191154276	2115689	1970007	0.407843684717
chr5	0	881626700	2016388	2016388	1965327	0.52727734887
chr5	2016388	883643088	3984246	1967858	1965328	0.445446322401
chr5	3984246	885610946	5953738	1969492	1965327	0.409653951726
chr5	5953738	887580438	7926935	1973197	1965328	0.423980044587
